physical_lines	disposition	exclusion_category	path
51	included	-	tokio/tests/io_write_all.rs
50	included	-	tokio-test/tests/stream_mock.rs
50	included	-	tokio/src/fs/create_dir.rs
50	included	-	tokio/src/runtime/metrics/mod.rs
50	included	-	tokio/tests/test_clock.rs
49	included	-	tokio-util/src/io/read_buf.rs
49	included	-	tokio/src/fs/canonicalize.rs
48	included	-	tokio/src/loom/std/rwlock.rs
48	included	-	tokio/src/runtime/tests/loom_oneshot.rs
48	included	-	tokio/src/runtime/time_alt/wake_queue.rs
48	included	-	tokio/src/sync/tests/loom_list.rs
48	included	-	tokio/tests/fs_try_exists.rs
47	included	-	tokio/src/doc/mod.rs
47	included	-	tokio/src/io/util/flush.rs
47	included	-	tokio/src/io/util/write_vectored.rs
47	included	-	tokio/src/loom/std/atomic_u16.rs
47	included	-	tokio/src/loom/std/atomic_u32.rs
47	included	-	tokio/src/runtime/tests/loom_local.rs
47	included	-	tokio/tests/duplex_stream.rs
46	included	-	tokio/src/fs/metadata.rs
46	included	-	tokio/src/fs/rename.rs
46	included	-	tokio/src/io/util/shutdown.rs
46	included	-	tokio/src/io/util/write.rs
46	included	-	tokio/tests/process_issue_2174.rs
45	included	-	tokio-stream/src/stream_ext/try_next.rs
45	included	-	tokio/src/runtime/time/source.rs
45	included	-	tokio/src/runtime/time_alt/context.rs
45	included	-	tokio/src/task/coop/unconstrained.rs
45	included	-	tokio/src/util/typeid.rs
45	included	-	tokio/tests/no_rt.rs
45	included	-	tokio/tests/signal_drop_rt.rs
45	included	-	tokio/tests/support/io_vec.rs
44	included	-	tokio-stream/src/stream_ext/next.rs
44	included	-	tokio-util/src/io/read_arc.rs
44	included	-	tokio-util/tests/compat.rs
44	included	-	tokio/src/fs/hard_link.rs
44	included	-	tokio/src/runtime/blocking/task.rs
44	included	-	tokio/src/runtime/process.rs
44	included	-	tokio/tests/io_sink.rs
44	included	-	tokio/tests/process_kill_on_drop.rs
44	included	-	tokio/tests/uds_split.rs
43	included	-	tokio/src/runtime/scheduler/defer.rs
42	excluded	fixture	tests-build/tests/fail/macros_join.rs
42	excluded	fixture	tests-build/tests/fail/macros_try_join.rs
42	included	-	tokio/src/runtime/id.rs
42	included	-	tokio/tests/support/mpsc_stream.rs
42	included	-	tokio/tests/tcp_split.rs
42	included	-	tokio/tests/unwindsafe.rs
41	included	-	tests-integration/tests/rt_yield.rs
41	included	-	tokio/src/runtime/time_alt/registration_queue.rs
41	included	-	tokio/tests/fs_copy.rs
40	included	-	tests-build/tests/macros.rs
40	included	-	tokio/tests/time_wasm.rs
39	included	-	tokio-stream/tests/join_set_stream.rs
39	included	-	tokio-util/src/sync/cancellation_token/guard_ref.rs
39	included	-	tokio/src/fs/open_options/mock_open_options.rs
39	included	-	tokio/src/net/unix/mod.rs
39	included	-	tokio/src/task/coop/consume_budget.rs
39	included	-	tokio/tests/process_issue_42.rs
38	included	-	tests-integration/tests/macros_main.rs
38	included	-	tokio-util/tests/framed_stream.rs
38	included	-	tokio/src/net/lookup_host.rs
38	included	-	tokio/src/util/as_ref.rs
37	included	-	tests-integration/tests/macros_select.rs
37	included	-	tokio-util/src/io/mod.rs
37	included	-	tokio/src/runtime/scheduler/inject/synced.rs
37	included	-	tokio/src/runtime/tests/loom_multi_thread/yield_now.rs
37	included	-	tokio/src/runtime/thread_id.rs
37	included	-	tokio/src/util/sync_wrapper.rs
37	included	-	tokio/tests/io_write_int.rs
36	included	-	tokio-test/src/lib.rs
36	included	-	tokio-util/src/sync/cancellation_token/guard.rs
36	included	-	tokio/src/loom/std/mutex.rs
36	included	-	tokio/src/macros/mod.rs
36	included	-	tokio/src/runtime/context/runtime_mt.rs
36	included	-	tokio/tests/fs.rs
36	included	-	tokio/tests/process_issue_7144.rs
36	included	-	tokio/tests/tcp_peek.rs
35	included	-	tokio-util/tests/io_stream_reader.rs
35	included	-	tokio/src/runtime/metrics/scheduler.rs
35	included	-	tokio/tests/macros_rename_test.rs
35	included	-	tokio/tests/signal_info.rs
34	included	-	tokio/tests/io_fill_buf.rs
34	included	-	tokio/tests/process_change_of_runtime.rs
34	included	-	tokio/tests/process_smoke.rs
34	included	-	tokio/tests/support/panic.rs
33	included	-	tokio-util/src/util/mod.rs
33	included	-	tokio/src/macros/support.rs
32	included	-	examples/custom-executor-tokio-context.rs
31	included	-	examples/hello_world.rs
31	included	-	tokio-util/src/time/wheel/stack.rs
31	included	-	tokio/src/io/uring/utils.rs
31	included	-	tokio/src/runtime/metrics/schedule_latency_mock.rs
31	included	-	tokio/tests/fs_remove_dir_all.rs
31	included	-	tokio/tests/fs_symlink_dir_windows.rs
31	included	-	tokio/tests/signal_panic.rs
30	included	-	tokio-stream/tests/stream_chunks_timeout.rs
30	included	-	tokio/src/fs/read_to_string.rs
30	included	-	tokio/src/runtime/task/trace/trace_impl.rs
30	included	-	tokio/src/runtime/tests/loom_current_thread/yield_now.rs
30	included	-	tokio/tests/sync_errors.rs
29	included	-	tokio/src/util/blocking_check.rs
28	included	-	tokio-stream/tests/time_throttle.rs
28	included	-	tokio/src/future/mod.rs
28	included	-	tokio/src/runtime/tests/loom_multi_thread/shutdown.rs
28	included	-	tokio/tests/fs_rename.rs
28	included	-	tokio/tests/io_chain.rs
27	included	-	tokio-test/tests/block_on.rs
27	included	-	tokio/src/macros/addr_of.rs
27	included	-	tokio/tests/process_kill_after_wait.rs
27	included	-	tokio/tests/signal_drop_signal.rs
26	included	-	tokio/src/macros/trace.rs
26	included	-	tokio/src/runtime/blocking/mod.rs
26	included	-	tokio/src/runtime/scheduler/multi_thread/handle/taskdump.rs
26	included	-	tokio/src/runtime/scheduler/multi_thread/overflow.rs
26	included	-	tokio/tests/support/leaked_buffers.rs
25	included	-	tokio-util/src/codec/encoder.rs
25	included	-	tokio-util/src/task/mod.rs
25	included	-	tokio-util/tests/context.rs
25	included	-	tokio/src/runtime/metrics/io.rs
25	included	-	tokio/src/signal/windows/stub.rs
24	included	-	benches/time_now.rs
24	included	-	tokio/src/fs/copy.rs
24	included	-	tokio/src/runtime/io/metrics.rs
24	included	-	tokio/tests/fs_remove_file.rs
24	included	-	tokio/tests/fs_symlink_file_windows.rs
24	included	-	tokio/tests/process_raw_handle.rs
24	included	-	tokio/tests/signal_notify_both.rs
24	included	-	tokio/tests/signal_usr1.rs
24	included	-	tokio/tests/task_yield_now.rs
23	excluded	fixture	tests-build/tests/pass/impl_trait.rs
23	included	-	tokio/src/runtime/time_alt/mod.rs
23	included	-	tokio/tests/signal_ctrl_c.rs
23	included	-	tokio/tests/signal_drop_recv.rs
23	included	-	tokio/tests/signal_twice.rs
22	included	-	tokio-stream/tests/stream_map_while.rs
22	included	-	tokio/src/future/block_on.rs
22	included	-	tokio/src/runtime/io/driver/signal.rs
22	included	-	tokio/src/runtime/io/mod.rs
22	included	-	tokio/tests/fs_canonicalize_dir.rs
21	included	-	tests-integration/src/bin/test-mem.rs
21	included	-	tokio/tests/join_handle_panic.rs
21	included	-	tokio/tests/macros_pin.rs
20	included	-	tests-integration/src/bin/test-cat.rs
20	included	-	tokio-util/src/sync/mod.rs
20	included	-	tokio/src/util/rand/rt_unstable.rs
20	included	-	tokio/tests/net_bind_resource.rs
19	included	-	tokio/src/fs/symlink_dir.rs
19	included	-	tokio/src/fs/symlink_file.rs
19	included	-	tokio/src/loom/std/atomic_u64.rs
19	included	-	tokio/tests/io_lines.rs
18	included	-	tokio-util/src/net/unix/mod.rs
18	included	-	tokio/src/loom/std/unsafe_cell.rs
18	included	-	tokio/src/macros/thread_local.rs
18	included	-	tokio/src/runtime/local_runtime/options.rs
18	included	-	tokio/src/sync/tests/mod.rs
18	included	-	tokio/tests/io_repeat.rs
16	included	-	tokio/src/fs/remove_file.rs
16	included	-	tokio/src/fs/symlink.rs
16	included	-	tokio/src/net/tcp/mod.rs
16	included	-	tokio/src/util/error.rs
16	included	-	tokio/tests/fs_write.rs
15	included	-	tokio-stream/tests/support/mpsc.rs
15	included	-	tokio/src/fs/set_permissions.rs
15	included	-	tokio/src/fs/symlink_metadata.rs
15	included	-	tokio/src/runtime/metrics/mock.rs
15	included	-	tokio/src/runtime/scheduler/multi_thread/worker/metrics.rs
15	included	-	tokio/tests/io_read_exact.rs
15	included	-	tokio/tests/support/signal.rs
14	excluded	fixture	tests-build/tests/pass/macros_main_loop.rs
14	included	-	tokio-stream/tests/stream_pending.rs
14	included	-	tokio/src/fs/remove_dir_all.rs
14	included	-	tokio/src/loom/mod.rs
14	included	-	tokio/tests/rt_time_start_paused.rs
13	excluded	fixture	tests-build/tests/pass/forward_args_and_output.rs
13	included	-	tokio/src/process/kill.rs
13	included	-	tokio/tests/process_arg0.rs
13	included	-	tokio/tests/signal_no_rt.rs
12	included	-	tests-integration/tests/macros_pin.rs
12	included	-	tokio-stream/tests/stream_once.rs
12	included	-	tokio/src/fs/read_link.rs
12	included	-	tokio/src/fs/remove_dir.rs
12	included	-	tokio/src/loom/std/atomic_u64_static_const_new.rs
11	included	-	tests-integration/src/bin/test-process-signal.rs
11	included	-	tokio-stream/tests/stream_close.rs
11	included	-	tokio-stream/tests/stream_empty.rs
11	included	-	tokio/src/future/trace.rs
11	included	-	tokio/src/runtime/scheduler/multi_thread/trace_mock.rs
10	included	-	tokio/tests/io_async_read.rs
9	excluded	fixture	tests-build/tests/pass/use_builder_outer.rs
9	included	-	tokio-util/src/loom.rs
9	included	-	tokio/src/runtime/scheduler/block_in_place.rs
9	included	-	tokio/src/util/markers.rs
8	excluded	fixture	tests-build/tests/fail/macros_dead_code.rs
8	included	-	tokio/src/macros/loom.rs
8	included	-	tokio/tests/_require_full.rs
7	included	-	tests-build/tests/macros_clippy.rs
7	included	-	tokio/fuzz/fuzz_targets/fuzz_linked_list.rs
7	included	-	tokio/src/runtime/local_runtime/mod.rs
7	included	-	tokio/src/runtime/scheduler/inject/metrics.rs
7	included	-	tokio/src/runtime/scheduler/multi_thread/worker/taskdump_mock.rs
6	excluded	fixture	tests-build/tests/fail/macros_core_no_default.rs
6	excluded	fixture	tests-build/tests/pass/macros_main_return.rs
6	included	-	tokio-util/src/tracing.rs
6	included	-	tokio-util/src/udp/mod.rs
6	included	-	tokio/src/io/uring/mod.rs
6	included	-	tokio/src/runtime/scheduler/lock.rs
4	included	-	tokio/src/loom/std/atomic_u64_native.rs
4	included	-	tokio/src/sync/task/mod.rs
3	included	-	tokio/src/net/unix/datagram/mod.rs
3	included	-	tokio/src/net/windows/mod.rs
2	included	-	tests-build/src/lib.rs
2	included	-	tests-integration/src/lib.rs
2	included	-	tokio-util/src/sync/tests/mod.rs
2	included	-	tokio-util/tests/_require_full.rs
2	included	-	tokio/src/runtime/scheduler/util/mod.rs
1	included	-	tokio/src/fuzz.rs
